,Racist tokens
12861,women
12862,their
12863,heart
12864,content
12865,law
12866,it
12867,'s
12868,a
12869,calcul
12870,arab
12871,polici
12872,keep
12873,the
12874,palestinian
12875,a
12876,state
12877,desper
12878,incit
12879,idol
12880,they
12881,smash
12882,assyrian
12883,buddhist
12884,statu
12885,do
12886,they
12887,pray
12888,mecca
12889,circumambul
12890,the
12891,kabba
12892,?
12893,you
12894,are
12895,a
12896,muslim
12897,liar
12898,moham
12899,said
12900,noth
12901,``
12902,stray
12903,most
12904,civil
12905,countri
12906,tri
12907,find
12908,stray
12909,home
12910,peopl
12911,hate
12912,the
12913,nazi
12914,are
12915,not
12916,extremist
12917,there
12918,diff
12919,islam
12920,nazi
12921,consid
12922,what
12923,those
12924,``
12925,local
12926,arab
12927,kurd
12928,christian
12929,assyrian
12930,ezidiz
12931,etc.
12932,care
12933,long
12934,it
12935,'s
12936,not
12937,an
12938,islamolunat
12939,power
12940,forc
12941,sharia
12942,peopl
12943,do
12944,n't
12945,want
12946,it
12947,care
12948,good
12949,anyth
12950,better
12951,islamofascist
12952,power
12953,doubt
12954,your
12955,friend
12956,everi
12957,place
12958,isi
12959,could
12960,have
12961,been
12962,murder
12963,children
12964,do
12965,you
12966,smelli
12967,rag
12968,head
12969,keep
12970,move
12971,britian
12972,?
12973,the
12974,muslim
12975,pedophil
12976,do
12977,thi
12978,all
12979,the
12980,time
12981,it
12982,'s
12983,common
12984,accept
12985,it
12986,'s
12987,not
12988,even
12989,news
12990,suggest
12991,would
12992,be
12993,the
12994,kuffar
12995,bomb
12996,the
12997,kabba
12998,the
12999,intellect
13000,a
13001,muslim
13002,cretin
13003,think
13004,allah
13005,made
13006,all
13007,mankind
13008,one
13009,part
13010,could
13011,make
13012,war
13013,anoth
13014,expect
13015,the
13016,terrorist
13017,group
13018,hama
13019,won
13020,the
13021,elect
13022,gaza
13023,it
13024,the
13025,usual
13026,one
13027,man
13028,one
13029,vote
13030,one
13031,time
13032,islamist
13033,elect
13034,these
13035,campaign
13036,are
13037,all
13038,lie
13039,tri
13040,portray
13041,islam
13042,the
13043,west
13044,be
13045,the
13046,exact
13047,opposit
13048,what
13049,it
13050,realli
13051,-
13052,barbar
13053,read
13054,it
13055,liber
13056,get
13057,a
13058,realiti
13059,check
13060,life
13061,within
13062,islam
13063,your
13064,view
13065,belief
13066,ani
13067,democraci
13068,system
13069,mean
13070,noth
13071,http
13072,the
13073,fact
13074,have
13075,a
13076,brain
13077,prevent
13078,me
13079,accept
13080,islam
13081,islam
13082,the
13083,news
13084,everyday
13085,not
13086,good
13087,work
13088,it
13089,'s
13090,savag
13091,evil
13092,http
13093,these
13094,girl
13095,are
13096,the
13097,equival
13098,the
13099,irrit
13100,asian
13101,girl
13102,a
13103,coupl
13104,year
13105,ago
13106,well
13107,done
13108,cours
13109,you
13110,born
13111,serbia
13112,...
13113,you
13114,'re
13115,fuck
13116,a
13117,serbian
13118,film
13119,hope
13120,someon
13121,cook
13122,drasko
13123,the
13124,next
13125,ep
13126,hope
13127,someon
13128,cook
13129,drasko
13130,the
13131,next
13132,ep
13133,drasko
13134,they
13135,n't
13136,cook
13137,half
13138,a
13139,bird
13140,you
13141,idiot
13142,drasko
13143,they
13144,n't
13145,cook
13146,half
13147,a
13148,bird
13149,you
13150,idiot
13151,drasko
13152,just
13153,said
13154,he
13155,impress
13156,the
13157,girl
13158,cook
13159,half
13160,a
13161,chicken..
13162,they
13163,cook
13164,a
13165,whole
13166,one
13167,drasko
13168,just
13169,said
13170,he
13171,impress
13172,the
13173,girl
13174,cook
13175,half
13176,a
13177,chicken..
13178,they
13179,cook
13180,a
13181,whole
13182,one
13183,buddha
13184,forbid
13185,slaveri
13186,year
13187,moham
13188,jesu
13189,slave
13190,year
13191,moham
13192,moham
13193,forc
13194,have
13195,?
13196,usual
13197,you
13198,are
13199,a
13200,muslim
13201,liar
13202,make
13203,ani
13204,excus
13205,a
13206,religion
13207,barbar
13208,murder
13209,hatr
13210,sexism
13211,now
13212,you
13213,are
13214,block
13215,mayb
13216,the
13217,media
13218,n't
13219,have
13220,space
13221,report
13222,the
13223,the
13224,thousand
13225,murder
13226,muslim
13227,week
13228,the
13229,meantim
13230,the
13231,terrorist
13232,want
13233,destroy
13234,israel
13235,have
13236,murder
13237,hundr
13238,thousand
13239,scum
13240,like
13241,you
13242,excus
13243,the
13244,apharthid
13245,a
13246,muslim
13247,thing
13248,they
13249,have
13250,extermin
13251,jew
13252,christian
13253,most
13254,me
13255,the
13256,quran
13257,say
13258,the
13259,muslim
13260,must
13261,steal
13262,occupi
13263,the
13264,entir
13265,world
13266,fuck
13267,you
13268,everi
13269,palestinian
13270,school
13271,teach
13272,children
13273,hate
13274,jew
13275,kuffir
13276,care
13277,?
13278,the
13279,onli
13280,issu
13281,are
13282,they
13283,guilt
13284,innoc
13285,all
13286,the
13287,rest
13288,race
13289,bait
13290,asshol
13291,like
13292,you
13293,femal
13294,engin
13295,make
13296,comp
13297,male
13298,engin
13299,without
13300,specif
13301,profession
13302,comparison
13303,your
13304,info
13305,is
13306,useless
13307,know
13308,the
13309,palestinian
13310,are
13311,a
13312,group
13313,murder
13314,terrorist
13315,provid
13316,human
13317,right
13318,their
13319,popul
13320,know
13321,the
13322,terrorist
13323,organ
13324,hama
13325,ha
13326,not
13327,anoth
13328,elect
13329,sinc
13330,their
13331,first
13332,one
13333,know
13334,they
13335,forc
13336,the
13337,same
13338,sexism
13339,hatr
13340,bigotri
13341,their
13342,popul
13343,all
13344,islamolunat
13345,do
13346,know
13347,they
13348,teach
13349,their
13350,kid
13351,hate
13352,jew
13353,they
13354,teach
13355,noth
13356,is
13357,need
13358,run
13359,a
13360,countri
13361,economi
13362,know
13363,they
13364,have
13365,the
13366,same
13367,polici
13368,breed
13369,like
13370,rat
13371,popul
13372,imperi
13373,their
13374,prophet
13375,moham
13376,know
13377,they
13378,are
13379,dedic
13380,the
13381,extermin
13382,the
13383,jew
13384,just
13385,like
13386,their
13387,prophet
13388,moham
13389,know
13390,muslim
13391,bigotri
13392,ha
13393,driven
13394,all
13395,the
13396,christian
13397,palestin
13398,the
13399,sahara
13400,the
13401,arabian
13402,peninsula
13403,are
13404,differ
13405,place
13406,microbrain
13407,islam
13408,declar
13409,war
13410,all
13411,human
13412,year
13413,ago
13414,individu
13415,muslim
13416,may
13417,may
13418,not
13419,be
13420,terrorist
13421,islam
13422,is
13423,terrorist
13424,the
13425,money
13426,come
13427,muslim
13428,around
13429,the
13430,world
13431,want
13432,a
13433,caliph
13434,the
13435,domin
13436,islam
13437,forc
13438,factual
13439,evid
13440,?
13441,there
13442,never
13443,million
13444,nativ
13445,american
13446,indian
13447,the
13448,north
13449,american
13450,contin
13451,there
13452,is
13453,such
13454,thing
13455,islamophobia
13456,just
13457,there
13458,is
13459,such
13460,thing
13461,naziphobia
13462,they
13463,are
13464,not
13465,stupid
13466,you
13467,sinc
13468,islam
13469,is
13470,not
13471,a
13472,race
13473,furthermor
13474,those
13475,jew
13476,not
13477,nomad
13478,fact
13479,the
13480,citi
13481,medina
13482,establish
13483,jew
13484,moham
13485,attack
13486,fight
13487,along
13488,side
13489,anyon
13490,the
13491,me
13492,make
13493,you
13494,someon
13495,els
13496,'s
13497,enemi
13498,regardless
13499,the
13500,motiv
13501,their
13502,problem
13503,not
13504,our
13505,the
13506,daesh
13507,rat
13508,keep
13509,announc
13510,victori
13511,the
13512,same
13513,time
13514,they
13515,keep
13516,loos
13517,men
13518,land
13519,the
13520,world
13521,is
13522,laugh
13523,seem
13524,like
13525,be
13526,a
13527,muslim
13528,live
13529,a
13530,steadi
13531,diet
13532,conspiraci
13533,theori
13534,go
13535,togeth
13536,islam
13537,is
13538,a
13539,religion
13540,ignor
13541,matter
13542,how
13543,desper
13544,race
13545,bait
13546,trash
13547,like
13548,you
13549,want
13550,islam
13551,be
13552,a
13553,race
13554,it
13555,'s
13556,not
13557,islamophobia
13558,is
13559,like
13560,naziphobia
13561,it
13562,'s
13563,an
13564,abus
13565,languag
13566,polit
13567,gain
13568,it
13569,look
13570,like
13571,thi
13572,http
13573,islamophobia
13574,-
13575,fear
13576,thi
13577,http
13578,islamophobia
13579,-
13580,fear
13581,thi
13582,http
13583,islamophobia
13584,-
13585,fear
13586,thi
13587,http
13588,islamophobia
13589,-
13590,fear
13591,thi
13592,http
13593,islamophobia
13594,-
13595,fear
13596,thi
13597,http
13598,islamophobia
13599,-
13600,fear
13601,thi
13602,http
13603,he
13604,'s
13605,lie
13606,there
13607,is
13608,noth
13609,isi
13610,doe
13611,the
13612,prophet
13613,moham
13614,not
13615,also
13616,do
13617,he
13618,is
13619,lie
13620,it
13621,'s
13622,islam
13623,isi
13624,doe
13625,noth
13626,the
13627,prophet
13628,moham
13629,not
13630,also
13631,do
13632,the
13633,islam
13634,commun
13635,have
13636,proven
13637,be
13638,violent
13639,lunat
13640,http
13641,forc
13642,other
13643,accept
13644,the
13645,barbar
13646,islam
13647,is
13648,actual
13649,oblig
13650,http
13651,'s
13652,it
13653,'s
13654,all
13655,the
13656,barbar
13657,islam
13658,not
13659,the
13660,beard
13661,?
13662,dem
13663,the
13664,parti
13665,kick
13666,god
13667,the
13668,curb
13669,defend
13670,islam
13671,http
13672,there
13673,is
13674,choic
13675,ban
13676,islam
13677,it
13678,will
13679,destroy
13680,human
13681,the
13682,islam
13683,is
13684,the
13685,hate
13686,microbrain
13687,http
13688,one
13689,the
13690,vile
13691,thing
13692,islam
13693,is
13694,it
13695,murder
13696,peopl
13697,exercis
13698,their
13699,freedom
13700,speech
13701,balanc
13702,what
13703,?
13704,the
13705,hate
13706,cult
13707,islam
13708,ha
13709,zero
13710,place
13711,american
13712,school
13713,cnn
13714,report
13715,the
13716,murder
13717,homosexu
13718,the
13719,islam
13720,state
13721,the
13722,problem
13723,isn?t
13724,just
13725,isi
13726,it?
13727,islam
13728,http
13729,you
13730,are
13731,a
13732,liar
13733,islam
13734,murder
13735,million
13736,black
13737,african
13738,http
13739,there
13740,is
13741,reason
13742,all
13743,a
13744,hate
13745,cult
13746,can
13747,not
13748,be
13749,ban
13750,muslim
13751,train
13752,babi
13753,hate
13754,murder
13755,then
13756,use
13757,propaganda
13758,http
13759,one
13760,are
13761,the
13762,``
13763,moder
13764,muslim
13765,?
13766,http
13767,read
13768,the
13769,entir
13770,quran
13771,mani
13772,the
13773,hadith
13774,murder
13775,``
13776,unbeliev
13777,forc
13778,islam
13779,peopl
13780,is
13781,exactli
13782,what
13783,it
13784,is
13785,the
13786,term
13787,islamophobia
13788,is
13789,like
13790,the
13791,term
13792,naziphobia
13793,-
13794,stupid
13795,what
13796,current
13797,slaveri
13798,?
13799,afraid
13800,islam
13801,?
13802,http
13803,http
13804,/
13805,good
13806,time
13807,confront
13808,the
13809,cult
13810,hatr
13811,murder
13812,exactli
13813,http
13814,http
13815,the
13816,major
13817,muslim
13818,have
13819,alreadi
13820,shown
13821,be
13822,radic
13823,poll
13824,http
13825,no
13826,if
13827,you
13828,are
13829,follow
13830,a
13831,quran
13832,ha
13833,hatr
13834,bigotri
13835,it
13836,it
13837,make
13838,you
13839,a
13840,hate
13841,bigot
13842,it
13843,is
13844,justic
13845,punish
13846,your
13847,parent
13848,if
13849,they
13850,taught
13851,you
13852,murder
13853,like
13854,islam
13855,teach
13856,murder
13857,http
13858,it
13859,doe
13860,n't
13861,count
13862,the
13863,vile
13864,peopl
13865,practic
13866,vile
13867,islam
13868,http
13869,islam
13870,is
13871,the
13872,caus
13873,what
13874,the
13875,radic
13876,are
13877,do
13878,the
13879,prophet
13880,moham
13881,the
13882,same
13883,thing
13884,they
13885,follow
13886,him
13887,you
13888,are
13889,the
13890,liar
13891,he
13892,behead
13893,jewish
13894,men
13895,one
13896,day
13897,sold
13898,their
13899,women
13900,children
13901,slaveri
13902,realli
13903,?
13904,do
13905,n't
13906,you
13907,know
13908,anyth
13909,your
13910,evil
13911,religion
13912,?
13913,http
13914,you
13915,are
13916,live
13917,under
13918,sever
13919,delus
13920,the
13921,reason
13922,moham
13923,hate
13924,jew
13925,wa
13926,few
13927,will
13928,convert
13929,you
13930,can
13931,never
13932,get
13933,rid
13934,the
13935,radic
13936,muslim
13937,the
13938,quran
13939,hadith
13940,will
13941,alway
13942,produc
13943,quran
13944,would
13945,be
13946,a
13947,good
13948,exampl
13949,terror
13950,http
13951,thi
13952,would
13953,be
13954,anoth
13955,good
13956,exampl
13957,terror
13958,control
13959,fear
13960,violenc
13961,brutal
13962,http
13963,no
13964,one
13965,will
13966,cut
13967,head
13968,sell
13969,me
13970,slaveri
13971,the
13972,onli
13973,thing
13974,will
13975,happen
13976,is
13977,the
13978,ir
13979,will
13980,take
13981,some
13982,properti
13983,the
13984,hate
13985,atmospher
13986,is
13987,built
13988,islam
13989,extinguish
13990,it
13991,http
13992,liar
13993,those
13994,hadith
13995,come
13996,the
13997,usc
13998,muslim
13999,student
14000,associ
14001,hadith
14002,web
14003,site
14004,is
14005,more
14006,http
14007,both
14008,the
14009,muslim
14010,men
14011,their
14012,religi
14013,text
14014,abus
14015,women
14016,http
14017,muslim
14018,peopl
14019,insult
14020,the
14021,vile
14022,religion
14023,they
14024,follow
14025,their
14026,extrem
14027,http
14028,ottoman
14029,enderun
14030,school
14031,convert
14032,center
14033,non-muslim
14034,kidnap
14035,children
14036,now
14037,folow
14038,yazidi
14039,http
14040,if
14041,someon
14042,is
14043,go
14044,die
14045,get
14046,isi
14047,it
14048,may
14049,well
14050,be
14051,the
14052,shia
14053,militia
14054,is
14055,all
14056,good
14057,gang-rap
14058,saudi
14059,woman
14060,get
14061,lash
14062,jail
14063,time
14064,saudi
14065,un
14066,``
14067,human
14068,right
14069,council
14070,http
14071,http
14072,//t.c
14073,is
14074,full
14075,nonsens
14076,prove
14077,it
14078,rest
14079,case
